geometry
"POLYGON ((4.64663 52.26618, 4.6495812704125425 52.26618, 4.6495812704125425 52.2679818018018, 4.64663 52.2679818018018, 4.64663 52.26618))"
"POLYGON ((5.015538801567813 52.46618000000024, 5.018490071980356 52.46618000000024, 5.018490071980356 52.46798180180205, 5.015538801567813 52.46798180180205, 5.015538801567813 52.46618000000024))"
"POLYGON ((5.018490071980356 52.46618000000024, 5.021441342392898 52.46618000000024, 5.021441342392898 52.46798180180205, 5.018490071980356 52.46798180180205, 5.018490071980356 52.46618000000024))"
"POLYGON ((5.021441342392898 52.46618000000024, 5.024392612805441 52.46618000000024, 5.024392612805441 52.46798180180205, 5.021441342392898 52.46798180180205, 5.021441342392898 52.46618000000024))"
"POLYGON ((5.024392612805441 52.46618000000024, 5.027343883217983 52.46618000000024, 5.027343883217983 52.46798180180205, 5.024392612805441 52.46798180180205, 5.024392612805441 52.46618000000024))"
"POLYGON ((5.027343883217983 52.46618000000024, 5.030295153630526 52.46618000000024, 5.030295153630526 52.46798180180205, 5.027343883217983 52.46798180180205, 5.027343883217983 52.46618000000024))"
"POLYGON ((5.030295153630526 52.46618000000024, 5.033246424043068 52.46618000000024, 5.033246424043068 52.46798180180205, 5.030295153630526 52.46798180180205, 5.030295153630526 52.46618000000024))"
"POLYGON ((5.033246424043068 52.46618000000024, 5.036197694455611 52.46618000000024, 5.036197694455611 52.46798180180205, 5.033246424043068 52.46798180180205, 5.033246424043068 52.46618000000024))"
"POLYGON ((5.036197694455611 52.46618000000024, 5.039148964868153 52.46618000000024, 5.039148964868153 52.46798180180205, 5.036197694455611 52.46798180180205, 5.036197694455611 52.46618000000024))"
"POLYGON ((5.039148964868153 52.46618000000024, 5.042100235280696 52.46618000000024, 5.042100235280696 52.46798180180205, 5.039148964868153 52.46798180180205, 5.039148964868153 52.46618000000024))"
"POLYGON ((5.042100235280696 52.46618000000024, 5.045051505693238 52.46618000000024, 5.045051505693238 52.46798180180205, 5.042100235280696 52.46798180180205, 5.042100235280696 52.46618000000024))"
"POLYGON ((5.045051505693238 52.46618000000024, 5.048002776105781 52.46618000000024, 5.048002776105781 52.46798180180205, 5.045051505693238 52.46798180180205, 5.045051505693238 52.46618000000024))"
"POLYGON ((5.048002776105781 52.46618000000024, 5.050954046518323 52.46618000000024, 5.050954046518323 52.46798180180205, 5.048002776105781 52.46798180180205, 5.048002776105781 52.46618000000024))"
"POLYGON ((5.050954046518323 52.46618000000024, 5.053905316930866 52.46618000000024, 5.053905316930866 52.46798180180205, 5.050954046518323 52.46798180180205, 5.050954046518323 52.46618000000024))"
"POLYGON ((5.053905316930866 52.46618000000024, 5.056856587343408 52.46618000000024, 5.056856587343408 52.46798180180205, 5.053905316930866 52.46798180180205, 5.053905316930866 52.46618000000024))"
"POLYGON ((5.056856587343408 52.46618000000024, 5.059807857755951 52.46618000000024, 5.059807857755951 52.46798180180205, 5.056856587343408 52.46798180180205, 5.056856587343408 52.46618000000024))"
"POLYGON ((5.059807857755951 52.46618000000024, 5.062759128168493 52.46618000000024, 5.062759128168493 52.46798180180205, 5.059807857755951 52.46798180180205, 5.059807857755951 52.46618000000024))"
"POLYGON ((5.062759128168493 52.46618000000024, 5.065710398581036 52.46618000000024, 5.065710398581036 52.46798180180205, 5.062759128168493 52.46798180180205, 5.062759128168493 52.46618000000024))"
"POLYGON ((5.065710398581036 52.46618000000024, 5.068661668993578 52.46618000000024, 5.068661668993578 52.46798180180205, 5.065710398581036 52.46798180180205, 5.065710398581036 52.46618000000024))"
"POLYGON ((5.068661668993578 52.46618000000024, 5.071612939406121 52.46618000000024, 5.071612939406121 52.46798180180205, 5.068661668993578 52.46798180180205, 5.068661668993578 52.46618000000024))"
"POLYGON ((5.071612939406121 52.46618000000024, 5.074564209818663 52.46618000000024, 5.074564209818663 52.46798180180205, 5.071612939406121 52.46798180180205, 5.071612939406121 52.46618000000024))"
"POLYGON ((5.074564209818663 52.46618000000024, 5.077515480231206 52.46618000000024, 5.077515480231206 52.46798180180205, 5.074564209818663 52.46798180180205, 5.074564209818663 52.46618000000024))"
"POLYGON ((5.077515480231206 52.46618000000024, 5.080466750643748 52.46618000000024, 5.080466750643748 52.46798180180205, 5.077515480231206 52.46798180180205, 5.077515480231206 52.46618000000024))"
"POLYGON ((5.080466750643748 52.46618000000024, 5.083418021056291 52.46618000000024, 5.083418021056291 52.46798180180205, 5.080466750643748 52.46798180180205, 5.080466750643748 52.46618000000024))"
"POLYGON ((5.083418021056291 52.46618000000024, 5.086369291468833 52.46618000000024, 5.086369291468833 52.46798180180205, 5.083418021056291 52.46798180180205, 5.083418021056291 52.46618000000024))"
"POLYGON ((5.086369291468833 52.46618000000024, 5.089320561881376 52.46618000000024, 5.089320561881376 52.46798180180205, 5.086369291468833 52.46798180180205, 5.086369291468833 52.46618000000024))"
"POLYGON ((5.089320561881376 52.46618000000024, 5.092271832293918 52.46618000000024, 5.092271832293918 52.46798180180205, 5.089320561881376 52.46798180180205, 5.089320561881376 52.46618000000024))"
"POLYGON ((5.092271832293918 52.46618000000024, 5.095223102706461 52.46618000000024, 5.095223102706461 52.46798180180205, 5.092271832293918 52.46798180180205, 5.092271832293918 52.46618000000024))"
"POLYGON ((5.095223102706461 52.46618000000024, 5.0981743731190035 52.46618000000024, 5.0981743731190035 52.46798180180205, 5.095223102706461 52.46798180180205, 5.095223102706461 52.46618000000024))"
"POLYGON ((5.0981743731190035 52.46618000000024, 5.101125643531546 52.46618000000024, 5.101125643531546 52.46798180180205, 5.0981743731190035 52.46798180180205, 5.0981743731190035 52.46618000000024))"
"POLYGON ((5.101125643531546 52.46618000000024, 5.1040769139440885 52.46618000000024, 5.1040769139440885 52.46798180180205, 5.101125643531546 52.46798180180205, 5.101125643531546 52.46618000000024))"
"POLYGON ((5.1040769139440885 52.46618000000024, 5.107028184356631 52.46618000000024, 5.107028184356631 52.46798180180205, 5.1040769139440885 52.46798180180205, 5.1040769139440885 52.46618000000024))"
"POLYGON ((5.107028184356631 52.46618000000024, 5.1099794547691735 52.46618000000024, 5.1099794547691735 52.46798180180205, 5.107028184356631 52.46798180180205, 5.107028184356631 52.46618000000024))"
"POLYGON ((5.1099794547691735 52.46618000000024, 5.112930725181716 52.46618000000024, 5.112930725181716 52.46798180180205, 5.1099794547691735 52.46798180180205, 5.1099794547691735 52.46618000000024))"
"POLYGON ((5.112930725181716 52.46618000000024, 5.1158819955942585 52.46618000000024, 5.1158819955942585 52.46798180180205, 5.112930725181716 52.46798180180205, 5.112930725181716 52.46618000000024))"
"POLYGON ((5.1158819955942585 52.46618000000024, 5.118833266006801 52.46618000000024, 5.118833266006801 52.46798180180205, 5.1158819955942585 52.46798180180205, 5.1158819955942585 52.46618000000024))"
"POLYGON ((5.118833266006801 52.46618000000024, 5.1217845364193435 52.46618000000024, 5.1217845364193435 52.46798180180205, 5.118833266006801 52.46798180180205, 5.118833266006801 52.46618000000024))"
"POLYGON ((5.1217845364193435 52.46618000000024, 5.124735806831886 52.46618000000024, 5.124735806831886 52.46798180180205, 5.1217845364193435 52.46798180180205, 5.1217845364193435 52.46618000000024))"
"POLYGON ((5.124735806831886 52.46618000000024, 5.1276870772444285 52.46618000000024, 5.1276870772444285 52.46798180180205, 5.124735806831886 52.46798180180205, 5.124735806831886 52.46618000000024))"
"POLYGON ((5.1276870772444285 52.46618000000024, 5.130638347656971 52.46618000000024, 5.130638347656971 52.46798180180205, 5.1276870772444285 52.46798180180205, 5.1276870772444285 52.46618000000024))"
"POLYGON ((5.130638347656971 52.46618000000024, 5.1335896180695135 52.46618000000024, 5.1335896180695135 52.46798180180205, 5.130638347656971 52.46798180180205, 5.130638347656971 52.46618000000024))"
"POLYGON ((5.1335896180695135 52.46618000000024, 5.136540888482056 52.46618000000024, 5.136540888482056 52.46798180180205, 5.1335896180695135 52.46798180180205, 5.1335896180695135 52.46618000000024))"
"POLYGON ((5.136540888482056 52.46618000000024, 5.1394921588945985 52.46618000000024, 5.1394921588945985 52.46798180180205, 5.136540888482056 52.46798180180205, 5.136540888482056 52.46618000000024))"
"POLYGON ((5.1394921588945985 52.46618000000024, 5.142443429307141 52.46618000000024, 5.142443429307141 52.46798180180205, 5.1394921588945985 52.46798180180205, 5.1394921588945985 52.46618000000024))"
"POLYGON ((5.142443429307141 52.46618000000024, 5.1453946997196836 52.46618000000024, 5.1453946997196836 52.46798180180205, 5.142443429307141 52.46798180180205, 5.142443429307141 52.46618000000024))"
"POLYGON ((5.1453946997196836 52.46618000000024, 5.148345970132226 52.46618000000024, 5.148345970132226 52.46798180180205, 5.1453946997196836 52.46798180180205, 5.1453946997196836 52.46618000000024))"
"POLYGON ((5.148345970132226 52.46618000000024, 5.151297240544769 52.46618000000024, 5.151297240544769 52.46798180180205, 5.148345970132226 52.46798180180205, 5.148345970132226 52.46618000000024))"
"POLYGON ((4.64663 52.46798180180205, 4.6495812704125425 52.46798180180205, 4.6495812704125425 52.46978360360385, 4.64663 52.46978360360385, 4.64663 52.46798180180205))"
"POLYGON ((4.6495812704125425 52.46798180180205, 4.652532540825085 52.46798180180205, 4.652532540825085 52.46978360360385, 4.6495812704125425 52.46978360360385, 4.6495812704125425 52.46798180180205))"
"POLYGON ((4.652532540825085 52.46798180180205, 4.655483811237628 52.46798180180205, 4.655483811237628 52.46978360360385, 4.652532540825085 52.46978360360385, 4.652532540825085 52.46798180180205))"
"POLYGON ((4.655483811237628 52.46798180180205, 4.65843508165017 52.46798180180205, 4.65843508165017 52.46978360360385, 4.655483811237628 52.46978360360385, 4.655483811237628 52.46798180180205))"
"POLYGON ((4.65843508165017 52.46798180180205, 4.661386352062713 52.46798180180205, 4.661386352062713 52.46978360360385, 4.65843508165017 52.46978360360385, 4.65843508165017 52.46798180180205))"
"POLYGON ((4.661386352062713 52.46798180180205, 4.664337622475255 52.46798180180205, 4.664337622475255 52.46978360360385, 4.661386352062713 52.46978360360385, 4.661386352062713 52.46798180180205))"
"POLYGON ((4.664337622475255 52.46798180180205, 4.667288892887798 52.46798180180205, 4.667288892887798 52.46978360360385, 4.664337622475255 52.46978360360385, 4.664337622475255 52.46798180180205))"
"POLYGON ((4.667288892887798 52.46798180180205, 4.67024016330034 52.46798180180205, 4.67024016330034 52.46978360360385, 4.667288892887798 52.46978360360385, 4.667288892887798 52.46798180180205))"
"POLYGON ((4.67024016330034 52.46798180180205, 4.673191433712883 52.46798180180205, 4.673191433712883 52.46978360360385, 4.67024016330034 52.46978360360385, 4.67024016330034 52.46798180180205))"
"POLYGON ((4.673191433712883 52.46798180180205, 4.676142704125425 52.46798180180205, 4.676142704125425 52.46978360360385, 4.673191433712883 52.46978360360385, 4.673191433712883 52.46798180180205))"
"POLYGON ((4.676142704125425 52.46798180180205, 4.679093974537968 52.46798180180205, 4.679093974537968 52.46978360360385, 4.676142704125425 52.46978360360385, 4.676142704125425 52.46798180180205))"
"POLYGON ((4.679093974537968 52.46798180180205, 4.68204524495051 52.46798180180205, 4.68204524495051 52.46978360360385, 4.679093974537968 52.46978360360385, 4.679093974537968 52.46798180180205))"
"POLYGON ((4.68204524495051 52.46798180180205, 4.684996515363053 52.46798180180205, 4.684996515363053 52.46978360360385, 4.68204524495051 52.46978360360385, 4.68204524495051 52.46798180180205))"
"POLYGON ((4.684996515363053 52.46798180180205, 4.687947785775595 52.46798180180205, 4.687947785775595 52.46978360360385, 4.684996515363053 52.46978360360385, 4.684996515363053 52.46798180180205))"
"POLYGON ((4.687947785775595 52.46798180180205, 4.690899056188138 52.46798180180205, 4.690899056188138 52.46978360360385, 4.687947785775595 52.46978360360385, 4.687947785775595 52.46798180180205))"
"POLYGON ((4.690899056188138 52.46798180180205, 4.69385032660068 52.46798180180205, 4.69385032660068 52.46978360360385, 4.690899056188138 52.46978360360385, 4.690899056188138 52.46798180180205))"
"POLYGON ((4.69385032660068 52.46798180180205, 4.696801597013223 52.46798180180205, 4.696801597013223 52.46978360360385, 4.69385032660068 52.46978360360385, 4.69385032660068 52.46798180180205))"
"POLYGON ((4.696801597013223 52.46798180180205, 4.699752867425765 52.46798180180205, 4.699752867425765 52.46978360360385, 4.696801597013223 52.46978360360385, 4.696801597013223 52.46798180180205))"
"POLYGON ((4.699752867425765 52.46798180180205, 4.702704137838308 52.46798180180205, 4.702704137838308 52.46978360360385, 4.699752867425765 52.46978360360385, 4.699752867425765 52.46798180180205))"
"POLYGON ((4.702704137838308 52.46798180180205, 4.70565540825085 52.46798180180205, 4.70565540825085 52.46978360360385, 4.702704137838308 52.46978360360385, 4.702704137838308 52.46798180180205))"
"POLYGON ((4.70565540825085 52.46798180180205, 4.708606678663393 52.46798180180205, 4.708606678663393 52.46978360360385, 4.70565540825085 52.46978360360385, 4.70565540825085 52.46798180180205))"
"POLYGON ((4.708606678663393 52.46798180180205, 4.711557949075935 52.46798180180205, 4.711557949075935 52.46978360360385, 4.708606678663393 52.46978360360385, 4.708606678663393 52.46798180180205))"
"POLYGON ((4.711557949075935 52.46798180180205, 4.714509219488478 52.46798180180205, 4.714509219488478 52.46978360360385, 4.711557949075935 52.46978360360385, 4.711557949075935 52.46798180180205))"
"POLYGON ((4.714509219488478 52.46798180180205, 4.71746048990102 52.46798180180205, 4.71746048990102 52.46978360360385, 4.714509219488478 52.46978360360385, 4.714509219488478 52.46798180180205))"
"POLYGON ((4.71746048990102 52.46798180180205, 4.720411760313563 52.46798180180205, 4.720411760313563 52.46978360360385, 4.71746048990102 52.46978360360385, 4.71746048990102 52.46798180180205))"
"POLYGON ((4.720411760313563 52.46798180180205, 4.723363030726105 52.46798180180205, 4.723363030726105 52.46978360360385, 4.720411760313563 52.46978360360385, 4.720411760313563 52.46798180180205))"
"POLYGON ((4.723363030726105 52.46798180180205, 4.726314301138648 52.46798180180205, 4.726314301138648 52.46978360360385, 4.723363030726105 52.46978360360385, 4.723363030726105 52.46798180180205))"
"POLYGON ((4.726314301138648 52.46798180180205, 4.72926557155119 52.46798180180205, 4.72926557155119 52.46978360360385, 4.726314301138648 52.46978360360385, 4.726314301138648 52.46798180180205))"
"POLYGON ((4.72926557155119 52.46798180180205, 4.732216841963733 52.46798180180205, 4.732216841963733 52.46978360360385, 4.72926557155119 52.46978360360385, 4.72926557155119 52.46798180180205))"
"POLYGON ((4.732216841963733 52.46798180180205, 4.735168112376275 52.46798180180205, 4.735168112376275 52.46978360360385, 4.732216841963733 52.46978360360385, 4.732216841963733 52.46798180180205))"
"POLYGON ((4.735168112376275 52.46798180180205, 4.738119382788818 52.46798180180205, 4.738119382788818 52.46978360360385, 4.735168112376275 52.46978360360385, 4.735168112376275 52.46798180180205))"
"POLYGON ((4.738119382788818 52.46798180180205, 4.74107065320136 52.46798180180205, 4.74107065320136 52.46978360360385, 4.738119382788818 52.46978360360385, 4.738119382788818 52.46798180180205))"
"POLYGON ((4.74107065320136 52.46798180180205, 4.744021923613903 52.46798180180205, 4.744021923613903 52.46978360360385, 4.74107065320136 52.46978360360385, 4.74107065320136 52.46798180180205))"
"POLYGON ((4.744021923613903 52.46798180180205, 4.746973194026445 52.46798180180205, 4.746973194026445 52.46978360360385, 4.744021923613903 52.46978360360385, 4.744021923613903 52.46798180180205))"
"POLYGON ((4.746973194026445 52.46798180180205, 4.749924464438988 52.46798180180205, 4.749924464438988 52.46978360360385, 4.746973194026445 52.46978360360385, 4.746973194026445 52.46798180180205))"
